Atomic Li wave function in real space
Atomic number
  3
Total number of orbitals
 15
The [2S] state electronic configuration
Number of up, downspin electrons, determinants 
  2  1   252
    0.296205992039564E-05
    0.308272541636442E-05
    0.320830309206276E-05
    0.333899272370893E-05
    0.347500220065349E-05
    0.361654785415097E-05
    0.376385479941576E-05
    0.391715729149800E-05
    0.407669909553704E-05
    0.424273387197313E-05
    0.441552557732115E-05
    0.459534888113594E-05
    0.478248959982378E-05
    0.497724514798249E-05
    0.517992500798064E-05
    0.539085121851596E-05
    0.561035888292474E-05
    0.583879669804612E-05
    0.607652750447967E-05
    0.632392885911068E-05
    0.658139363081565E-05
    0.684933062029955E-05
    0.712816520505965E-05
    0.741834001051392E-05
    0.772031560837934E-05
    0.803457124343501E-05
    0.836160558985733E-05
    0.870193753836972E-05
    0.905610701550975E-05
    0.942467583637803E-05
    0.980822855729099E-05
    0.102073732451272E-04
    0.106227428437587E-04
    0.110549958385386E-04
    0.115048173790576E-04
    0.119729203557840E-04
    0.124600465179695E-04
    0.129669676376760E-04
    0.134944867221041E-04
    0.140434392726419E-04
    0.146146945946737E-04
    0.152091571612679E-04
    0.158277680297358E-04
    0.164715063157909E-04
    0.171413907267728E-04
    0.178384811561623E-04
    0.185638803424035E-04
    0.193187355932906E-04
    0.201042405798948E-04
    0.209216372021151E-04
    0.217722175287970E-04
    0.226573258153921E-04
    0.235783606022426E-04
    0.245367768966365E-04
    0.255340884419729E-04
    0.265718700774593E-04
    0.276517601919366E-04
    0.287754632755281E-04
    0.299447525729697E-04
    0.311614728426301E-04
    0.324275432253736E-04
    0.337449602276010E-04
    0.351158008229382E-04
    0.365422256772443E-04
    0.380264825017719E-04
    0.395709095395070E-04
    0.411779391899110E-04
    0.428501017774760E-04
    0.445900294697218E-04
    0.464004603504732E-04
    0.482842426544853E-04
    0.502443391697094E-04
    0.522838318137311E-04
    0.544059263911656E-04
    0.566139575390444E-04
    0.589113938675124E-04
    0.613018433034037E-04
    0.637890586445722E-04
    0.663769433331424E-04
    0.690695574561450E-04
    0.718711239823433E-04
    0.747860352443539E-04
    0.778188596755331E-04
    0.809743488114362E-04
    0.842574445660376E-04
    0.876732867932606E-04
    0.912272211447746E-04
    0.949248072354097E-04
    0.987718271279614E-04
    0.102774294149601E-03
    0.106938462052542E-03
    0.111270834532080E-03
    0.115778175115615E-03
    0.120467517436747E-03
    0.125346175909048E-03
    0.130421756814666E-03
    0.135702169823422E-03
    0.141195639958673E-03
    0.146910720026767E-03
    0.152856303527524E-03
    0.159041638063815E-03
    0.165476339268935E-03
    0.172170405271139E-03
    0.179134231715389E-03
    0.186378627363087E-03
    0.193914830291254E-03
    0.201754524713407E-03
    0.209909858445155E-03
    0.218393461038289E-03
    0.227218462608035E-03
    0.236398513378912E-03
    0.245947803975566E-03
    0.255881086485804E-03
    0.266213696324014E-03
    0.276961574924053E-03
    0.288141293291734E-03
    0.299770076447969E-03
    0.311865828794706E-03
    0.324447160436845E-03
    0.337533414494390E-03
    0.351144695440208E-03
    0.365301898499956E-03
    0.380026740151826E-03
    0.395341789765044E-03
    0.411270502417226E-03
    0.427837252931980E-03
    0.445067371179447E-03
    0.462987178683744E-03
    0.481624026582677E-03
    0.501006334986398E-03
    0.521163633783176E-03
    0.542126604941744E-03
    0.563927126361313E-03
    0.586598317321667E-03
    0.610174585587375E-03
    0.634691676221620E-03
    0.660186722166757E-03
    0.686698296650217E-03
    0.714266467476084E-03
    0.742932853264173E-03
    0.772740681700169E-03
    0.803734849861962E-03
    0.835961986689068E-03
    0.869470517663573E-03
    0.904310731772907E-03
    0.940534850826235E-03
    0.978197101198096E-03
    0.101735378807455E-02
    0.105806337227883E-02
    0.110038654975496E-02
    0.114438633378991E-02
    0.119012814005589E-02
    0.123767987455652E-02
    0.128711202456200E-02
    0.133849775261974E-02
    0.139191299372883E-02
    0.144743655576781E-02
    0.150515022326675E-02
    0.156513886461598E-02
    0.162749054280494E-02
    0.169229662978580E-02
    0.175965192455767E-02
    0.182965477506798E-02
    0.190240720402857E-02
    0.197801503874446E-02
    0.205658804505413E-02
    0.213824006548028E-02
    0.222308916169016E-02
    0.231125776136498E-02
    0.240287280957663E-02
    0.249806592477087E-02
    0.259697355945425E-02
    0.269973716568173E-02
    0.280650336544006E-02
    0.291742412602068E-02
    0.303265694047409E-02
    0.315236501323465E-02
    0.327671745100316E-02
    0.340588945896902E-02
    0.354006254245305E-02
    0.367942471404548E-02
    0.382417070631022E-02
    0.397450219012116E-02
    0.413062799868791E-02
    0.429276435732599E-02
    0.446113511901570E-02
    0.463597200578796E-02
    0.481751485596474E-02
    0.500601187727247E-02
    0.520171990583809E-02
    0.540490467106284E-02
    0.561584106636148E-02
    0.583481342573070E-02
    0.606211580610809E-02
    0.629805227545926E-02
    0.654293720651500E-02
    0.679709557606737E-02
    0.706086326969708E-02
    0.733458739180651E-02
    0.761862658079091E-02
    0.791335132916791E-02
    0.821914430844939E-02
    0.853640069851275E-02
    0.886552852121048E-02
    0.920694897790761E-02
    0.956109679062673E-02
    0.992842054640246E-02
    0.103093830444547E-01
    0.107044616457243E-01
    0.111141486242712E-01
    0.115389515200204E-01
    0.119793934922112E-01
    0.124360136729653E-01
    0.129093675202496E-01
    0.134000271695009E-01
    0.139085817830947E-01
    0.144356378967554E-01
    0.149818197620158E-01
    0.155477696836757E-01
    0.161341483512380E-01
    0.167416351630719E-01
    0.173709285421221E-01
    0.180227462418437E-01
    0.186978256409131E-01
    0.193969240253451E-01
    0.201208188561653E-01
    0.208703080211938E-01
    0.216462100690144E-01
    0.224493644232887E-01
    0.232806315754134E-01
    0.241408932532346E-01
    0.250310525637973E-01
    0.259520341076087E-01
    0.269047840621257E-01
    0.278902702315727E-01
    0.289094820604798E-01
    0.299634306081201E-01
    0.310531484806627E-01
    0.321796897183325E-01
    0.333441296334134E-01
    0.345475645964511E-01
    0.357911117666737E-01
    0.370759087630172E-01
    0.384031132720224E-01
    0.397739025878506E-01
    0.411894730810845E-01
    0.426510395914128E-01
    0.441598347402652E-01
    0.457171081580715E-01
    0.473241256215466E-01
    0.489821680964438E-01
    0.506925306801724E-01
    0.524565214402998E-01
    0.542754601414092E-01
    0.561506768568375E-01
    0.580835104589400E-01
    0.600753069823509E-01
    0.621274178552517E-01
    0.642411979906653E-01
    0.664180037343496E-01
    0.686591906619624E-01
    0.709661112206070E-01
    0.733401122077991E-01
    0.757825320818255E-01
    0.782946980986870E-01
    0.808779232687558E-01
    0.835335031289822E-01
    0.862627123223955E-01
    0.890668009816206E-01
    0.919469909104516E-01
    0.949044715583374E-01
    0.979403957833899E-01
    0.101055875398563E+00
    0.104251976497771E+00
    0.107529714558008E+00
    0.110890049313259E+00
    0.114333879398352E+00
    0.117862036761374E+00
    0.121475280840853E+00
    0.125174292509623E+00
    0.128959667777108E+00
    0.132831911264461E+00
    0.136791429443460E+00
    0.140838523643845E+00
    0.144973382836337E+00
    0.149196076174211E+00
    0.153506545345783E+00
    0.157904596697107E+00
    0.162389893159644E+00
    0.166961945972818E+00
    0.171620106220142E+00
    0.176363556222601E+00
    0.181191300750645E+00
    0.186102158115105E+00
    0.191094751076942E+00
    0.196167497716065E+00
    0.201318602201040E+00
    0.206546045481986E+00
    0.211847575987142E+00
    0.217220700148562E+00
    0.222662673185308E+00
    0.228170489784905E+00
    0.233740874919415E+00
    0.239370274730208E+00
    0.245054847501058E+00
    0.250790455037655E+00
    0.256572654111071E+00
    0.262396688286376E+00
    0.268257479812950E+00
    0.274149622144519E+00
    0.280067372874822E+00
    0.286004647028377E+00
    0.291955011068468E+00
    0.297911676789067E+00
    0.303867496835148E+00
    0.309814960326355E+00
    0.315746189392878E+00
    0.321652936425992E+00
    0.327526581772032E+00
    0.333358133349757E+00
    0.339138226520947E+00
    0.344857125386311E+00
    0.350504724436400E+00
    0.356070551997492E+00
    0.361543775140764E+00
    0.366913205379081E+00
    0.372167306274932E+00
    0.377294200620293E+00
    0.382281681582296E+00
    0.387117224003823E+00
    0.391787997487252E+00
    0.396280881078439E+00
    0.400582478168553E+00
    0.404679135796503E+00
    0.408556963720526E+00
    0.412201855977825E+00
    0.415599512979924E+00
    0.418735466051417E+00
    0.421595104606940E+00
    0.424163703919274E+00
    0.426426455457411E+00
    0.428368496686972E+00
    0.429974945493686E+00
    0.431230934895756E+00
    0.432121649367320E+00
    0.432632362935005E+00
    0.432748477441596E+00
    0.432455564492848E+00
    0.431739407214456E+00
    0.430586043552720E+00
    0.428981810789545E+00
    0.426913391045201E+00
    0.424367857543365E+00
    0.421332721776176E+00
    0.417795980505884E+00
    0.413746166263539E+00
    0.409172394397249E+00
    0.404064411620100E+00
    0.398412644748270E+00
    0.392208247512390E+00
    0.385443155697507E+00
    0.378110127677326E+00
    0.370202793135901E+00
    0.361715697055258E+00
    0.352644347181717E+00
    0.342985261426326E+00
    0.332736001790833E+00
    0.321895216612613E+00
    0.310462673195683E+00
    0.298439307592051E+00
    0.285827249693335E+00
    0.272629850486890E+00
    0.258851711390934E+00
    0.244498698861678E+00
    0.229577998851092E+00
    0.214098102890697E+00
    0.198068830944596E+00
    0.181501337183367E+00
    0.164408121435750E+00
    0.146803049712897E+00
    0.128701326121799E+00
    0.110119495087456E+00
    0.910754202057002E-01
    0.715882979677164E-01
    0.516786270203958E-01
    0.313681729173887E-01
    0.106799452120064E-01
   -0.103618530431756E-01
   -0.317318060850204E-01
   -0.534033784531198E-01
   -0.753489498013531E-01
   -0.975398699606670E-01
   -0.119946512275373E+00
   -0.142538301007124E+00
   -0.165283814819846E+00
   -0.188150841776090E+00
   -0.211106459602816E+00
   -0.234117087039835E+00
   -0.257148565878622E+00
   -0.280166256594508E+00
   -0.303135115655896E+00
   -0.326019790462218E+00
   -0.348784679915541E+00
   -0.371394047912237E+00
   -0.393812111704862E+00
   -0.416003134399517E+00
   -0.437931519535498E+00
   -0.459561905729953E+00
   -0.480859262866831E+00
   -0.501788987568153E+00
   -0.522316991972432E+00
   -0.542409813899503E+00
   -0.562034712379386E+00
   -0.581159744678136E+00
   -0.599753863032921E+00
   -0.617786979605593E+00
   -0.635230127129394E+00
   -0.652055486746652E+00
   -0.668236471982475E+00
   -0.683747804843096E+00
   -0.698565569962141E+00
   -0.712667401950488E+00
   -0.726032428159370E+00
   -0.738641366009690E+00
   -0.750476550427115E+00
   -0.761522044598689E+00
   -0.771763721400586E+00
   -0.781189211780306E+00
   -0.789787972964821E+00
   -0.797551257648247E+00
   -0.804472317367561E+00
   -0.810546300576042E+00
   -0.815770251092935E+00
   -0.820143123831290E+00
   -0.823665721881326E+00
   -0.826340941724855E+00
   -0.828173505936354E+00
   -0.829170012565728E+00
   -0.829338870033633E+00
   -0.828690319936942E+00
   -0.827236480452827E+00
   -0.824991144034493E+00
   -0.821969773263119E+00
   -0.818189378340522E+00
   -0.813668622711946E+00
   -0.808427655333092E+00
   -0.802487995770839E+00
   -0.795872474078522E+00
   -0.788605070889826E+00
   -0.780711068847652E+00
   -0.772216725124028E+00
   -0.763149235915516E+00
   -0.753536613616858E+00
   -0.743407603464138E+00
   -0.732791655429271E+00
   -0.721718702405814E+00
   -0.710219087519691E+00
   -0.698323430996406E+00
   -0.686062586149682E+00
   -0.673467506885153E+00
   -0.660569117044785E+00
   -0.647398219877354E+00
   -0.633985388843258E+00
   -0.620360899276823E+00
   -0.606554610045826E+00
   -0.592595880960219E+00
   -0.578513496018505E+00
   -0.564335581934917E+00
   -0.550089490420609E+00
   -0.535801786963171E+00
   -0.521498172445353E+00
   -0.507203467005210E+00
   -0.492941463127576E+00
   -0.478734901897746E+00
   -0.464605500564775E+00
   -0.450573896573725E+00
   -0.436659723190053E+00
   -0.422881279165264E+00
   -0.409255779571756E+00
   -0.395799310094698E+00
   -0.382526847083929E+00
   -0.369452288922223E+00
   -0.356588146062469E+00
   -0.343945922808056E+00
   -0.331536030006225E+00
   -0.319367905053665E+00
   -0.307449825612102E+00
   -0.295788917561515E+00
   -0.284391406976633E+00
   -0.273262576106362E+00
   -0.262406964303677E+00
   -0.251827915863710E+00
   -0.241527997691316E+00
   -0.231509023653333E+00
   -0.221772094005051E+00
   -0.212317721600401E+00
   -0.203145410001150E+00
   -0.194254191636317E+00
   -0.185642530436782E+00
   -0.177308441859245E+00
   -0.169249388617111E+00
   -0.161462235753477E+00
   -0.153943526299064E+00
   -0.146689439130588E+00
   -0.139695923146625E+00
   -0.132958452528398E+00
   -0.126472249065527E+00
   -0.120232335245389E+00
   -0.114233544155505E+00
   -0.108470603543624E+00
   -0.102937939175447E+00
   -0.976299235418393E-01
   -0.925408366938120E-01
   -0.876649019700563E-01
   -0.829962863825845E-01
   -0.785290894600201E-01
   -0.742574142838984E-01
   -0.701753652921226E-01
   -0.662770563063645E-01
   -0.625566421916431E-01
   -0.590083199720531E-01
   -0.556263349598719E-01
   -0.524049920185281E-01
   -0.493386239203628E-01
   -0.464217342081720E-01
   -0.436488744106721E-01
   -0.410146849066961E-01
   -0.385138778584110E-01
   -0.361412647966414E-01
   -0.338918456302296E-01
   -0.317606865844826E-01
   -0.297429613557944E-01
   -0.278339026435704E-01
   -0.260289362217435E-01
   -0.243236286068334E-01
   -0.227136345130616E-01
   -0.211947226038597E-01
   -0.197626978064526E-01
   -0.184136515981325E-01
   -0.171437359443841E-01
   -0.159492139480809E-01
   -0.148264404678979E-01
   -0.137718685426971E-01
   -0.127821862731560E-01
   -0.118541406900154E-01
   -0.109845887921524E-01
   -0.101704509958915E-01
   -0.940881843796703E-02
   -0.869692980320587E-02
   -0.803209795047499E-02
   -0.741173696546838E-02
   -0.683329854888659E-02
   -0.629446168041870E-02
   -0.579296936948479E-02
   -0.532665105323931E-02
   -0.489341439412655E-02
   -0.449123217741111E-02
   -0.411826782873278E-02
   -0.377272642959855E-02
   -0.345289497355002E-02
   -0.315711138489283E-02
   -0.288382416151866E-02
   -0.263159640295970E-02
   -0.239903953172478E-02
   -0.218483414402229E-02
   -0.198768919206022E-02
   -0.180645470348115E-02
   -0.164003113984783E-02
   -0.148737121042422E-02
   -0.134747908441212E-02
   -0.121939098092674E-02
   -0.110226838407331E-02
   -0.995294216126997E-03
   -0.897699447155503E-03
   -0.808745597084488E-03
   -0.727751330332944E-03
   -0.654107211957915E-03
   -0.587227117526258E-03
   -0.526562065603963E-03
   -0.471577733984091E-03
   -0.421811742479062E-03
   -0.376831941137450E-03
   -0.336230156928627E-03
   -0.299624449134306E-03
   -0.266642621232623E-03
   -0.236980730920961E-03
   -0.210341401110656E-03
   -0.186449129526057E-03
   -0.165041992786262E-03
   -0.145880684769992E-03
   -0.128762611347994E-03
   -0.113492534923719E-03
   -0.998905121124443E-04
   -0.877815467628494E-04
   -0.770199299641161E-04
   -0.674741112465976E-04
   -0.590202504680730E-04
   -0.515446876244482E-04
   -0.449338483284718E-04
   -0.391044700660070E-04
   -0.339733135614419E-04
   -0.294645955556937E-04
   -0.255068521788992E-04
   -0.220348635391414E-04
   -0.189984587136294E-04
   -0.163483180668233E-04
   -0.140397547196161E-04
   -0.120289298863535E-04
   -0.102811003490037E-04
   -0.876674736656342E-05
   -0.745775452967564E-05
   -0.632875373462615E-05
   -0.535348161045172E-05
   -0.451523395397344E-05
   -0.379696308383457E-05
   -0.318326071422063E-05
   -0.265965395315029E-05
   -0.221263242809426E-05
   -0.183351639480374E-05
   -0.151320897427609E-05
   -0.124360217211677E-05
   -0.101654108723052E-05
   -0.825913718739524E-06
   -0.667126720358615E-06
   -0.535582992117542E-06
   -0.427195799531369E-06
   -0.337463507708219E-06
   -0.264071284503281E-06
   -0.204606490152506E-06
   -0.156857917313963E-06
   -0.118749989641783E-06
   -0.882043028938467E-07
   -0.643105798800113E-07
   -0.459242847357039E-07
   -0.320460376118334E-07
   -0.216209939610836E-07
   -0.139068305834957E-07
   -0.849925710064973E-08
   -0.492265261938977E-08
   -0.276471711292696E-08
   -0.151090710249229E-08
   -0.999225056649352E-09
   -0.105820945215207E-08
   -0.151831775091149E-08
   -0.222123643759257E-08
   -0.297141355015891E-08
   -0.377483133365141E-08
   -0.457800673114352E-08
   -0.533885218395212E-08
   -0.599983304215629E-08
   -0.653076865547912E-08
   -0.695361702536627E-08
   -0.726848263366232E-08
   -0.747745631818287E-08
   -0.756425884245457E-08
   -0.754885977921867E-08
   -0.744963306830079E-08
   -0.727883604751631E-08
   -0.704674146538686E-08
   -0.675374797537732E-08
   -0.642093701933681E-08
   -0.605933926219846E-08
   -0.567857736157618E-08
   -0.528280984716660E-08
   -0.487711799627131E-08
   -0.447679049853992E-08
   -0.408990787414521E-08
   -0.372236293769534E-08
   -0.339314754585535E-08
   -0.308824509662032E-08
   -0.278628319961364E-08
   -0.246982196877275E-08
   -0.212114164886702E-08
   -0.166843519561246E-08
   -0.118396663795169E-08
   -0.699322815405954E-09
   -0.255161354170803E-09
    0.743518649538053E-10
    0.221047893623036E-09
    0.248762201152789E-09
    0.180361865054829E-09
    0.525541838416570E-10
   -0.359692706160791E-10
   -0.721082222245545E-10
   -0.764673877159719E-10
   -0.500803537407944E-10
   -0.274637863111989E-11
    0.832331640612876E-11
    0.131981761503689E-10
    0.125892991710294E-10
    0.669723804939167E-11
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
    0.000000000000000E+00
Orbital # 12 [ 4d]
  0  4  2
    0.000000000000000E+00
    0.166493111084656E-23
    0.135894254812832E-22
    0.467960305496348E-22
    0.113182339902281E-21
    0.225570056813473E-21
    0.397756445932267E-21
    0.644568281341071E-21
    0.981918403922331E-21
    0.142686500588231E-20
    0.199767376540216E-20
    0.271388295972496E-20
    0.359637169055291E-20
    0.466743136142980E-20
    0.595084055283157E-20
    0.747194344699088E-20
    0.925773196105228E-20
    0.113369317540032E-19
    0.137400922799638E-19
    0.164996810678595E-19
    0.196501824152543E-19
    0.232282006922044E-19
    0.272725684594162E-19
    0.318244596137706E-19
    0.369275077834250E-19
    0.426279302042389E-19
    0.489746573192064E-19
    0.560194683529316E-19
    0.638171331239785E-19
    0.724255603691674E-19
    0.819059528656093E-19
    0.923229696484860E-19
    0.103744895635297E-18
    0.116243818980564E-18
    0.129895816498796E-18
    0.144781147507903E-18
    0.160984456460270E-18
    0.178594984744301E-18
    0.197706792055556E-18
    0.218418987753545E-18
    0.240835972637944E-18
    0.265067691596390E-18
    0.291229897595235E-18
    0.319444427504582E-18
    0.349839490269812E-18
    0.382549967963460E-18
    0.417717730273939E-18
    0.455491963011137E-18
    0.496029511233467E-18
    0.539495237626504E-18
    0.586062396789960E-18
    0.635913026117497E-18
    0.689238353982785E-18
    0.746239225975272E-18
    0.807126549960557E-18
    0.872121760772836E-18
    0.941457305381014E-18
    0.101537714940541E-17
    0.109413730589900E-17
    0.117800638734557E-17
    0.126726618186710E-17
    0.136221225467468E-17
    0.146315457584039E-17
    0.157041817551311E-17
    0.168434382774830E-17
    0.180528876417081E-17
    0.193362741874099E-17
    0.206975220494778E-17
    0.221407432680767E-17
    0.236702462510654E-17
    0.252905446038124E-17
    0.270063663420077E-17
    0.288226635037208E-17
    0.307446221776348E-17
    0.327776729650948E-17
    0.349275018943479E-17
    0.372000618061186E-17
    0.396015842304639E-17
    0.421385917756864E-17
    0.448179110509498E-17
    0.476466861451477E-17
    0.506323926855145E-17
    0.537828525004487E-17
    0.571062489120411E-17
    0.606111426848612E-17
    0.643064886586615E-17
    0.682016530938160E-17
    0.723064317595039E-17
    0.766310687959060E-17
    0.811862763829770E-17
    0.859832552497168E-17
    0.910337160592731E-17
    0.963499017066801E-17
    0.101944610567564E-16
    0.107831220737750E-16
    0.114023715305348E-16
    0.120536708698642E-16
    0.127385474154900E-16
    0.134585972357085E-16
    0.142154881287422E-16
    0.150109627348776E-16
    0.158468417806957E-16
    0.167250274609220E-16
    0.176475069636558E-16
    0.186163561449763E-16
    0.196337433591725E-16
    0.207019334511002E-16
    0.218232919174436E-16
    0.230002892439351E-16
    0.242355054258825E-16
    0.255316346796568E-16
    0.268914903531078E-16
    0.283180100432099E-16
    0.298142609295790E-16
    0.313834453328623E-16
    0.330289065073750E-16
    0.347541346777438E-16
    0.365627733297233E-16
    0.384586257657716E-16
    0.404456619364057E-16
    0.425280255588197E-16
    0.447100415347164E-16
    0.469962236798008E-16
    0.493912827778994E-16
    0.519001349732005E-16
    0.545279105146729E-16
    0.572799628672980E-16
    0.601618782053563E-16
    0.631794853036370E-16
    0.663388658430969E-16
    0.696463651481753E-16
    0.731086033736807E-16
    0.767324871599082E-16
    0.805252217754123E-16
    0.844943237676630E-16
    0.886476341426482E-16
    0.929933320953522E-16
    0.975399493139459E-16
    0.102296384881465E-15
    0.107271920799732E-15
    0.112476238161303E-15
    0.117919433996274E-15
    0.123612038821892E-15
    0.129565034924076E-15
    0.135789875401131E-15
    0.142298504001210E-15
    0.149103375786362E-15
    0.156217478657356E-15
    0.163654355774895E-15
    0.171428128914283E-15
    0.179553522792137E-15
    0.188045890405336E-15
    0.196921239424037E-15
    0.206196259682322E-15
    0.215888351811829E-15
    0.226015657065573E-15
    0.236597088381139E-15
    0.247652362734403E-15
    0.259202034837092E-15
    0.271267532233644E-15
    0.283871191855138E-15
    0.297036298090430E-15
    0.310787122437092E-15
    0.325148964797349E-15
    0.340148196486863E-15
    0.355812305027015E-15
    0.372169940794253E-15
    0.389250965603055E-15
    0.407086503302251E-15
    0.425708992467692E-15
    0.445152241277672E-15
    0.465451484661068E-15
    0.486643443811833E-15
    0.508766388167358E-15
    0.531860199952196E-15
    0.555966441392808E-15
    0.581128424713361E-15
    0.607391285027087E-15
    0.634802056242428E-15
    0.663409750108104E-15
    0.693265438526304E-15
    0.724422339268524E-15
    0.756935905234100E-15
    0.790863917397210E-15
    0.826266581594128E-15
    0.863206629308710E-15
    0.901749422620616E-15
    0.941963063487472E-15
    0.983918507539224E-15
    0.102768968257028E-14
    0.107335361192256E-14
    0.112099054296062E-14
    0.117068408084810E-14
    0.122252132784355E-14
    0.127659302834239E-14
    0.133299371990121E-14
    0.139182189049032E-14
    0.145318014223036E-14
    0.151717536187952E-14
    0.158391889834865E-14
    0.165352674753294E-14
    0.172611974476081E-14
    0.180182376517284E-14
    0.188076993235635E-14
    0.196309483557480E-14
    0.204894075594482E-14
    0.213845590192841E-14
    0.223179465452252E-14
    0.232911782254437E-14
    0.243059290842682E-14
    0.253639438495520E-14
    0.264670398339462E-14
    0.276171099347542E-14
    0.288161257572317E-14
    0.300661408663988E-14
    0.313692941726377E-14
    0.327278134565632E-14
    0.341440190388819E-14
    0.356203276011867E-14
    0.371592561638780E-14
    0.387634262276559E-14
    0.404355680852946E-14
    0.421785253106786E-14
    0.439952594323734E-14
    0.458888547992959E-14
    0.478625236463623E-14
    0.499196113683110E-14
    0.520636020102375E-14
    0.542981239837244E-14
    0.566269560178140E-14
    0.590540333544508E-14
    0.615834541984139E-14
    0.642194864321694E-14
    0.669665746065009E-14
    0.698293472182198E-14
    0.728126242867187E-14
    0.759214252416143E-14
    0.791609771342270E-14
    0.825367231861645E-14
    0.860543316888204E-14
    0.897197052681655E-14
    0.935389905297957E-14
    0.975185880998122E-14
    0.101665163077749E-13
    0.105985655918425E-13
    0.110487293760289E-13
    0.115177602218542E-13
    0.120064417662073E-13
    0.125155899994022E-13
    0.130460545956587E-13
    0.135987202981560E-13
    0.141745083608907E-13
    0.147743780496684E-13
    0.153993282046476E-13
    0.160503988669564E-13
    0.167286729720065E-13
    0.174352781122321E-13
    0.181713883720992E-13
    0.189382262383403E-13
    0.197370645884955E-13
    0.205692287609649E-13
    0.214360987099084E-13
    0.223391112484648E-13
    0.232797623839058E-13
    0.242596097484866E-13
    0.252802751299097E-13
    0.263434471054774E-13
    0.274508837841772E-13
    0.286044156611153E-13
    0.298059485888956E-13
    0.310574668707297E-13
    0.323610364802569E-13
    0.337188084132600E-13
    0.351330221766715E-13
    0.366060094204877E-13
    0.381401977184359E-13
    0.397381145034810E-13
    0.414023911645043E-13
    0.431357673107477E-13
    0.449410952108844E-13
    0.468213444138618E-13
    0.487796065589466E-13
    0.508191003827143E-13
    0.529431769310362E-13
    0.551553249844473E-13
    0.574591767056227E-13
    0.598585135180451E-13
    0.623572722253171E-13
    0.649595513809597E-13
    0.676696179189398E-13
    0.704919140555871E-13
    0.734310644739985E-13
    0.764918838024791E-13
    0.796793843990441E-13
    0.829987844544928E-13
    0.864555164270815E-13
    0.900552358223515E-13
    0.938038303322245E-13
    0.977074293480491E-13
    0.101772413862893E-12
    0.106005426778986E-12
    0.110413383636880E-12
    0.115003483783565E-12
    0.119783221997484E-12
    0.124760400589120E-12
    0.129943141996605E-12
    0.135339901896564E-12
    0.140959482851284E-12
    0.146811048514096E-12
    0.152904138415811E-12
    0.159248683355947E-12
    0.165855021423463E-12
    0.172733914672738E-12
    0.179896566481562E-12
    0.187354639619015E-12
    0.195120275052261E-12
    0.203206111522418E-12
    0.211625305920973E-12
    0.220391554499431E-12
    0.229519114946250E-12
    0.239022829366514E-12
    0.248918148201222E-12
    0.259221155124581E-12
    0.269948592959292E-12
    0.281117890651393E-12
    0.292747191347966E-12
    0.304855381622783E-12
    0.317462121896767E-12
    0.330587878102107E-12
    0.344253954640830E-12
    0.358482528690722E-12
    0.373296685913633E-12
    0.388720457623477E-12
    0.404778859473551E-12
    0.421497931725248E-12
    0.438904781162761E-12
    0.457027624721043E-12
    0.475895834896970E-12
    0.495539987016616E-12
    0.515991908434394E-12
    0.537284729743039E-12
    0.559452938076544E-12
    0.582532432591544E-12
    0.606560582216153E-12
    0.631576285758862E-12
    0.657620034473891E-12
    0.684733977183363E-12
    0.712961988060708E-12
    0.742349737184011E-12
    0.772944763972438E-12
    0.804796553623515E-12
    0.837956616673797E-12
    0.872478571810524E-12
    0.908418232067052E-12
    0.945833694540217E-12
    0.984785433773530E-12
    0.102533639895591E-11
    0.106755211509173E-11
    0.111150078830448E-11
    0.115725341544274E-11
    0.120488389816426E-11
    0.125446916168103E-11
    0.130608927835560E-11
    0.135982759634687E-11
    0.141577087351152E-11
    0.147400941677575E-11
    0.153463722720058E-11
    0.159775215097345E-11
    0.166345603656793E-11
    0.173185489832349E-11
    0.180305908670757E-11
    0.187718346553272E-11
    0.195434759641279E-11
    0.203467593075404E-11
    0.211829800958839E-11
    0.220534867156954E-11
    0.229596826946491E-11
    0.239030289549047E-11
    0.248850461584947E-11
    0.259073171485107E-11
    0.269714894899967E-11
    0.280792781146244E-11
    0.292324680733865E-11
    0.304329174017173E-11
    0.316825601016333E-11
    0.329834092456704E-11
    0.343375602075900E-11
    0.357471940250325E-11
    0.372145808995024E-11
